transaction_id,transaction_amount,transaction_date,card_number,card_type,card_expiry_date,cvv,billing_address,billing_city,billing_state,billing_postal_code,shipping_address,shipping_city,shipping_state,shipping_postal_code,ip_address,user_agent,is_fraudulent,reason_for_fraud,merchant_name,merchant_category,merchant_location,transaction_status,refund_amount,refund_date,chargeback_reason
235,4751.87,2/28/2021,67710403884429032,laser,6/25/2025,707,4 Longview Avenue,Kara,,,9 Mallard Circle,Radzanów,,26-807,6.188.93.203,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1061.0 Safari/536.3",false,stolen_card,Shufflester,electronics,Banyo,completed,130.29,1/14/2021,fraudulent_transaction
236,5769.6,10/19/2021,3531635176009251,jcb,12/20/2024,175,8225 Toban Center,Roche-à-Bateau,,,54183 Northview Alley,Watulimo,,,215.77.7.63,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.20 Safari/535.1",true,unauthorized_access,Eazzy,food,Sancha,pending,201.16,10/24/2021,product_not_received
237,5582.42,11/22/2021,5602229741089881991,china-unionpay,11/27/2023,422,20 Havey Terrace,Osorno,,,133 Holy Cross Crossing,Dukhovshchina,,216210,209.93.118.163,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; ca-es) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",true,unauthorized_access,Latz,food,Vilarinho,pending,199.69,12/1/2021,product_not_received
238,6305.97,8/29/2021,3588949992057689,jcb,12/9/2023,542,3 Hanover Avenue,Kolirerek,,,74985 Sachtjen Point,Tiecun,,,195.7.246.117,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.166 Safari/535.19",false,stolen_card,Kwilith,clothing,Raydah,pending,327.0,4/9/2021,unauthorized_charge
239,5999.41,4/17/2021,4844303666797675,visa-electron,4/28/2024,425,3506 Gulseth Park,Bantul,,,64526 Fisk Drive,Zhangwan,,,223.123.145.93,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11",true,identity_theft,Oodoo,clothing,Jambu,refunded,489.46,10/13/2021,unauthorized_charge
240,1569.89,11/1/2021,5007667490591086,mastercard,6/6/2022,500,25040 Clove Park,Mekarsari,,,7195 Namekagon Court,El Real,,,123.111.116.7,"Mozilla/5.0 (X11; CrOS i686 12.433.216) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.105 Safari/534.30",false,unauthorized_access,Thoughtblab,electronics,Gutian,refunded,376.09,12/19/2021,unauthorized_charge
241,9583.17,4/28/2021,4903681248961383090,switch,5/3/2024,261,4966 Pierstorff Crossing,Visaginas,,31007,3730 Mosinee Parkway,Riachão do Jacuípe,,44640-000,123.9.1.5,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:15.0) Gecko/20100101 Firefox/15.0.1,false,unauthorized_access,Bubblemix,clothing,Valuyki,refunded,443.39,8/27/2021,product_not_received
242,8858.2,1/20/2021,58930764224719397,maestro,3/18/2023,760,89 Vernon Circle,Calidñgan,,1805,5 Farragut Street,Arjona,,131029,56.65.173.255,"Mozilla/5.0 (iPhone; U; ru; CPU iPhone OS 4_2_1 like Mac OS X; fr) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148a Safari/6533.18.5",false,unauthorized_access,Quamba,electronics,Lenīnskīy,completed,786.28,6/19/2021,product_not_received
243,6798.84,5/31/2021,5602211589471097944,china-unionpay,6/27/2024,607,3344 Farmco Street,Heitan,,,256 Boyd Center,Vladimirskaya,,385700,179.31.101.3,"Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/533.17.8 (KHTML, like Gecko) Version/5.0.1 Safari/533.17.8",false,stolen_card,Kazio,food,Charqueadas,pending,279.54,5/15/2021,fraudulent_transaction
244,8718.72,12/18/2021,5602233621250826,bankcard,9/20/2024,572,5 Sutteridge Street,Пласница,,6539,48817 Colorado Pass,Tralee,,V92,235.34.132.170,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/526.3 (KHTML, like Gecko) Chrome/14.0.564.21 Safari/526.3",false,identity_theft,Vinte,clothing,Zhitan,pending,244.0,1/26/2021,unauthorized_charge
245,5018.99,11/30/2021,493666419316629108,switch,8/1/2025,645,071 Maple Wood Hill,Stoszowice,,57-215,0033 Victoria Road,Sabang,,4323,195.205.188.192,Mozilla/5.0 (X11; FreeBSD amd64) AppleWebKit/536.5 (KHTML like Gecko) Chrome/19.0.1084.56 Safari/1EA69,false,stolen_card,Shufflebeat,clothing,Chimtāl,refunded,606.73,6/24/2021,product_not_received
246,1102.18,2/19/2021,4041375240074,visa,5/31/2025,441,38 Melvin Lane,Athmuqam,,12071,2 Summerview Drive,Río Sereno,,,159.239.114.192,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.803.0 Safari/535.1",false,unauthorized_access,Zooxo,food,Lhakangtang,completed,839.08,12/8/2021,product_not_received
247,6517.78,6/16/2021,3572082975721903,jcb,2/3/2025,737,26722 Mariners Cove Lane,Lame,,,739 Granby Terrace,Truskavets,,,20.242.0.246,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/535.20 (KHTML, like Gecko) Chrome/19.0.1036.7 Safari/535.20",true,unauthorized_access,Eare,electronics,Espinosa,completed,551.01,10/25/2021,unauthorized_charge
248,8622.73,1/8/2021,6372157822890047,instapayment,8/11/2024,618,72306 Nelson Circle,Fengkou,,,4682 Oriole Way,San José de Jáchal,,5461,228.47.245.65,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:25.0) Gecko/20100101 Firefox/25.0,false,identity_theft,Edgepulse,electronics,Laojun,refunded,528.91,2/10/2021,unauthorized_charge
249,2758.01,3/4/2021,3563085035981764,jcb,4/14/2025,186,1 Nobel Park,São Vicente,,11300-000,2807 Pine View Drive,Abaetetuba,,68440-000,240.167.180.22,"Mozilla/5.0 (Windows; U; Windows NT 6.1; ja-JP) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",true,identity_theft,Devpulse,food,Baoyou,pending,295.93,5/31/2021,fraudulent_transaction
250,6494.85,2/1/2021,3584375589305550,jcb,2/25/2025,964,3094 Canary Point,T’azagyugh,,,4816 Oakridge Center,Otofuke,,463-0015,158.248.98.66,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/11.04 Chromium/14.0.825.0 Chrome/14.0.825.0 Safari/535.1",false,identity_theft,Buzzster,electronics,Aqqan,completed,872.82,9/19/2021,fraudulent_transaction
251,3212.8,10/20/2021,3588856051673167,jcb,9/2/2022,392,4044 Sutteridge Hill,Partizan,,301635,1 Nova Circle,Ban Ratsada,,83120,33.240.207.17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11",false,identity_theft,Yakijo,clothing,Balally,pending,145.79,3/18/2021,product_not_received
252,3741.16,11/10/2021,4026659767706810,visa-electron,11/20/2024,167,43 Fair Oaks Park,Jiangtou,,,8 Farragut Hill,Shatoja,,,109.176.238.212,"Mozilla/5.0 ArchLinux (X11; U; Linux x86_64; en-US) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30",true,stolen_card,Realblab,electronics,Yantongtun,pending,789.71,5/15/2021,unauthorized_charge
253,6310.71,3/15/2021,3559405230614745,jcb,1/9/2024,611,786 Stephen Circle,Jialu,,,46 Badeau Drive,Puerto Madryn,,9120,90.148.209.134,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.215 Safari/535.1",true,stolen_card,Thoughtworks,clothing,Los Pinos,pending,708.38,4/5/2021,fraudulent_transaction
254,7098.81,12/14/2021,4911525046976556533,switch,5/10/2024,734,9688 Messerschmidt Lane,Fastovetskaya,,352101,3193 Lindbergh Drive,Bungalaleng,,,142.33.146.78,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/10.04 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30",false,stolen_card,Trudoo,clothing,Cikaludan,refunded,372.64,8/11/2021,product_not_received
255,9677.27,6/22/2021,30123202935825,diners-club-carte-blanche,2/7/2025,271,3 Stone Corner Street,Penedo,,57200-000,59367 Shopko Lane,Uppsala,C,753 14,20.10.157.214,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1500.55 Safari/537.36",false,stolen_card,Wordware,clothing,Gexi,completed,794.56,12/10/2021,unauthorized_charge
256,4243.0,4/15/2021,201774053790090,diners-club-enroute,1/3/2025,879,0 Leroy Street,Pak Phanang,,80140,60079 Dorton Way,Neuilly-sur-Seine,A8,92527 CEDEX,167.66.211.219,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:14.0) Gecko/20120405 Firefox/14.0a1,false,identity_theft,Janyx,electronics,Benito Juarez,refunded,250.16,1/10/2021,unauthorized_charge
257,5044.69,10/8/2021,670968946515470817,laser,3/6/2023,258,927 Carioca Center,Sōka,,341-0053,357 Daystar Plaza,Gadžin Han,,,12.166.51.27,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; ko-kr) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",false,identity_theft,Realpoint,electronics,Chiang Khan,pending,284.29,2/11/2021,product_not_received
258,3168.61,4/27/2021,3554619011558815,jcb,8/25/2022,634,65125 Oak Terrace,Kemil,,,565 Vidon Hill,Lianga,,8307,122.78.31.162,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en) AppleWebKit/526.9 (KHTML, like Gecko) Version/4.0dp1 Safari/526.8",true,stolen_card,Quatz,clothing,Zhougao,completed,252.57,4/27/2021,fraudulent_transaction
259,5167.51,2/4/2021,5486000696318353,mastercard,1/3/2022,902,8845 Cottonwood Court,Asquipata,,,4242 Muir Crossing,Quillo,,,199.1.57.104,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/12.0.702.0 Safari/534.24",true,unauthorized_access,Camimbo,clothing,Phong Điền,pending,485.1,6/19/2021,unauthorized_charge
260,9517.5,7/2/2021,6389867637657172,instapayment,4/11/2022,144,74144 Forest Dale Avenue,Liang,,,6692 Welch Circle,Shatian,,,150.203.137.207,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.20 Safari/535.1",true,stolen_card,Eazzy,clothing,Morez,pending,173.71,11/20/2021,unauthorized_charge
261,7128.56,5/22/2021,5485710473678024,mastercard,10/16/2022,225,30151 Ilene Center,Närpes,,64210,90 Roth Plaza,Batulawang,,,58.204.97.188,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.12 Safari/535.11",false,identity_theft,Bubblebox,clothing,Yujia,pending,976.38,5/22/2021,unauthorized_charge
262,6407.48,12/15/2021,3559952546103236,jcb,12/11/2022,788,7 6th Way,Brejieira,10,2420-257,23 Redwing Crossing,Susunan,,,183.22.6.195,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3 like Mac OS X; fr-fr) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8F190 Safari/6533.18.5",true,unauthorized_access,Voolith,food,Matahuasi,refunded,108.29,3/5/2021,unauthorized_charge
263,2628.99,3/29/2021,3541719780363243,jcb,1/6/2023,187,4279 Redwing Way,Mirpur Khas,,28031,0944 2nd Alley,Ishim,,649143,42.244.43.17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.151 Safari/535.19",true,unauthorized_access,Agimba,clothing,Enschede,pending,890.64,5/24/2021,product_not_received
264,5679.24,3/27/2021,3533928802628646,jcb,5/21/2022,283,97 Golf Alley,Magaozhuang,,,80076 Anniversary Lane,Wanfu,,,7.189.78.63,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24",true,identity_theft,Thoughtstorm,electronics,Cajueiro,pending,646.2,10/16/2021,product_not_received
265,5709.88,7/26/2021,4936617043715350,switch,7/17/2022,798,561 La Follette Street,Hougang,,,08 Carberry Center,Ngembul,,,123.247.109.90,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3 like Mac OS X; fr-fr) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8F190 Safari/6533.18.5",false,unauthorized_access,Photobug,electronics,Laocheng,completed,594.21,1/9/2021,fraudulent_transaction
266,3901.4,8/14/2021,3562816431117202,jcb,3/15/2023,596,2708 Mesta Trail,Kovylkino,,431355,3 Hovde Plaza,Oltinko’l,,,214.123.88.78,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.11 (KHTML, like Gecko) Ubuntu/11.04 Chromium/17.0.963.65 Chrome/17.0.963.65 Safari/535.11",false,unauthorized_access,Browsetype,electronics,Manakara,pending,985.01,10/12/2021,unauthorized_charge
267,1396.94,11/7/2021,4041594699977,visa,3/16/2023,415,2881 South Trail,Tarfaya,,,72 Mccormick Crossing,Binjiang,,,59.10.128.199,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; en-US) AppleWebKit/534.18 (KHTML, like Gecko) Chrome/11.0.660.0 Safari/534.18",true,identity_theft,Jabbertype,food,Looc,pending,808.72,11/22/2021,unauthorized_charge
268,7592.64,9/25/2021,6759913784798316824,switch,3/22/2025,309,7 Novick Avenue,Soufrière,,,08 American Ash Avenue,Adolfo Ruiz Cortines,VER,92880,39.97.81.88,Mozilla/5.0 (Windows NT 6.2; rv:22.0) Gecko/20130405 Firefox/22.0,false,unauthorized_access,Katz,clothing,Mizhirah,completed,137.26,12/26/2021,product_not_received
269,630.86,4/8/2021,4405107615486277,visa-electron,11/19/2024,296,84421 Leroy Point,Longtan,,,93 Surrey Hill,Korfovskiy,,601423,167.39.224.117,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.861.0 Safari/535.2",false,stolen_card,Thoughtsphere,food,Tianchi,pending,12.24,2/8/2021,unauthorized_charge
270,464.73,11/28/2021,3566243473905764,jcb,10/8/2022,534,25862 Oak Valley Trail,Łaskarzew,,08-450,3761 Graceland Place,Dzhalka,,366216,42.93.90.153,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.517 Safari/537.36",false,stolen_card,Minyx,electronics,Jishigang,completed,551.57,7/27/2021,unauthorized_charge
271,9974.29,3/14/2021,5347325889874816,mastercard,5/30/2023,855,84163 Waxwing Parkway,Badung,,,1530 Scoville Circle,Lanyang,,,248.117.116.172,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_0; en-US) AppleWebKit/534.21 (KHTML, like Gecko) Chrome/11.0.678.0 Safari/534.21",true,identity_theft,Realbuzz,clothing,Ponggok,pending,850.51,7/29/2021,product_not_received
272,811.06,11/27/2021,6331106702291297,switch,2/22/2025,492,2 Dennis Terrace,Dayanggezhuang,,,098 Village Green Park,Gumuk Tengah,,,69.204.245.168,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.13 (KHTML, like Gecko) Chrome/24.0.1284.0 Safari/537.13",false,unauthorized_access,Blogspan,clothing,Sidu,completed,763.6,2/26/2021,product_not_received
273,382.38,7/31/2021,3550768846799427,jcb,5/7/2023,314,6914 Division Crossing,Zásmuky,,281 44,43081 Clarendon Terrace,New Panamao,,7402,219.122.173.60,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; it-it) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",true,stolen_card,Bubbletube,clothing,Kelaniya,pending,821.34,5/6/2021,fraudulent_transaction
274,4236.9,3/27/2021,6331102227436916356,switch,7/30/2025,560,485 Oak Valley Place,Zibu,,,95719 Warbler Circle,Shanggu,,,107.234.19.100,Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20130331 Firefox/21.0,false,unauthorized_access,Realcube,food,Minzheng,pending,723.9,11/6/2021,product_not_received
275,9894.2,9/10/2021,3529577498872905,jcb,3/11/2023,776,986 Grim Terrace,Dos Hermanas,AN,41703,0 Lien Plaza,Khanabad,,,241.14.218.112,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; en-gb) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",true,identity_theft,Eire,food,Fushë-Muhurr,completed,598.73,4/16/2021,fraudulent_transaction
276,6069.22,1/29/2021,5358696236063410,mastercard,3/9/2025,816,90 Judy Drive,Jembangan,,,3691 Riverside Hill,Songkhla,,30280,195.51.239.112,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20120101 Firefox/29.0,true,unauthorized_access,Babbleblab,clothing,Jiru,pending,781.51,12/27/2021,product_not_received
277,4676.96,4/24/2021,560222840357582166,china-unionpay,7/17/2022,951,216 Mockingbird Pass,Aykhal,,623506,835 Lake View Avenue,Santiago,,,190.201.151.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_3) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1",false,identity_theft,Yata,clothing,Novosmolinskiy,completed,634.49,2/15/2021,unauthorized_charge
278,3866.79,3/25/2021,3568334363133514,jcb,4/6/2025,566,00 Kipling Junction,Casilda,,2170,016 Maple Wood Parkway,Rila,,2630,216.131.190.17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_3) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.32 Safari/535.1",false,unauthorized_access,Jaxnation,clothing,Nong Phai,completed,601.3,10/14/2021,product_not_received
279,3730.06,8/6/2021,30199485953685,diners-club-carte-blanche,12/3/2022,710,80859 Eagle Crest Parkway,Makumbako,,,5 Logan Road,Turija,,,239.189.32.243,"Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/534.17 (KHTML, like Gecko) Chrome/11.0.652.0 Safari/534.17",false,stolen_card,Nlounge,electronics,Krasnogorskiy,completed,400.63,7/27/2021,fraudulent_transaction
280,1667.55,10/9/2021,3542551566512688,jcb,10/13/2024,717,7283 Surrey Place,Injīl,,,6 Derek Circle,Ouani,,,50.165.53.5,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1061.1 Safari/536.3",false,identity_theft,Gabvine,electronics,San Vicente,refunded,719.92,2/21/2021,product_not_received
281,3197.74,12/22/2021,201777657939708,diners-club-enroute,1/8/2022,314,8 Parkside Terrace,Lesichevo,,4465,16 Donald Avenue,Wysoka,,89-320,240.213.51.103,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_4) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.65 Safari/535.11",false,unauthorized_access,Brainsphere,food,Dầu Tiếng,completed,192.36,8/13/2021,product_not_received
282,2450.87,12/20/2021,3551655610375212,jcb,1/21/2024,322,922 Rutledge Place,Impendle,,3228,06203 Dapin Avenue,Smålandsstenar,F,333 24,189.146.133.93,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.17 Safari/537.11",true,unauthorized_access,Gabvine,food,Paatan,completed,656.62,3/27/2021,fraudulent_transaction
283,8513.9,11/7/2021,3584292347997711,jcb,4/4/2024,872,60 Armistice Alley,Cagayan,,7508,0675 7th Terrace,Río,,,186.36.135.101,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.151 Safari/535.19",false,stolen_card,Kazio,electronics,Xiugu,completed,538.97,3/25/2021,unauthorized_charge
284,1628.73,12/5/2021,5602222664128676,bankcard,11/30/2023,684,62850 Pankratz Lane,Matozinhos,,35720-000,7 Sloan Alley,Uglegorsk,,694902,155.250.224.235,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11",true,identity_theft,Zoombeat,clothing,Bromma,completed,725.57,7/16/2021,unauthorized_charge
285,9738.34,4/9/2021,345865197145394,americanexpress,7/9/2025,453,6723 Gina Court,Laxiong,,,63 Morning Pass,Esfarāyen,,,18.17.172.15,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/535.24 (KHTML, like Gecko) Chrome/19.0.1055.1 Safari/535.24",true,stolen_card,Lazz,electronics,Amānzī,completed,281.36,11/9/2021,product_not_received
286,6511.61,12/9/2021,6397759244858899,instapayment,6/16/2022,445,3 Roxbury Way,Baihe,,,41 Quincy Lane,Tangzi,,,113.96.228.45,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1062.0 Safari/536.3",true,unauthorized_access,Chatterbridge,food,Dar es Salaam,completed,211.97,10/28/2021,fraudulent_transaction
287,4528.42,2/16/2021,560222723530564071,china-unionpay,7/6/2023,366,6270 David Hill,Changliang,,,96 Melrose Center,Beishan,,,151.41.152.62,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.21 (KHTML, like Gecko) Chrome/11.0.682.0 Safari/534.21",true,unauthorized_access,Zoozzy,clothing,Yuecheng,refunded,225.36,12/23/2021,product_not_received
288,8936.49,11/14/2021,3534916660111093,jcb,7/26/2023,144,160 Loomis Point,Succha,,,373 Bartelt Court,Parobé,,95630-000,63.180.168.203,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.2 Safari/537.36",false,unauthorized_access,Feedspan,electronics,San Felipe,completed,808.29,9/17/2021,fraudulent_transaction
289,338.64,1/7/2021,3583854380735190,jcb,1/17/2022,599,3984 East Terrace,Oussivo,,,711 Monument Terrace,Belén,,,85.159.170.239,"Mozilla/5.0 (iPhone; U; fr; CPU iPhone OS 4_2_1 like Mac OS X; fr) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148a Safari/6533.18.5",false,stolen_card,Realbuzz,electronics,Carbonear,completed,626.34,9/6/2021,product_not_received
290,686.74,1/21/2021,30395896772512,diners-club-carte-blanche,1/2/2023,252,6 Lerdahl Parkway,Datang,,,9 Montana Terrace,Velika,,34330,14.70.13.17,"Mozilla/5.0 (X11; FreeBSD amd64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.65 Safari/535.11",false,identity_theft,Demizz,clothing,Pansoy,pending,526.58,8/10/2021,unauthorized_charge
291,2867.72,12/30/2021,5100175022422321,mastercard,12/29/2025,599,3647 Granby Circle,Amman,,,0 Goodland Terrace,Guazapa,,,70.4.42.154,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.13 (KHTML, like Gecko) Chrome/24.0.1290.1 Safari/537.13",false,identity_theft,Mymm,electronics,Socos,completed,285.23,8/29/2021,product_not_received
292,9126.72,6/29/2021,6375974978511897,instapayment,12/13/2023,363,2 Pawling Parkway,Żychlin,,99-320,9 Truax Pass,Banjar Banyualit,,,99.213.48.119,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1944.0 Safari/537.36",true,stolen_card,Cogidoo,food,Mūdīyah,pending,648.78,8/28/2021,unauthorized_charge
293,3171.15,8/3/2021,4026297698672122,visa-electron,6/22/2022,173,2 Shelley Pass,Kaskinen,,64260,42 Arapahoe Park,Watubura,,,147.173.100.46,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:14.0) Gecko/20120405 Firefox/14.0a1,false,stolen_card,Divavu,clothing,Phak Hai,completed,521.2,7/22/2021,fraudulent_transaction
294,2606.31,5/5/2021,58939772535688731,maestro,3/20/2023,339,267 Commercial Place,Yanyang,,,118 Westport Pass,Yuanjue,,,12.89.166.132,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3 like Mac OS X; pl-pl) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8F190 Safari/6533.18.5",false,unauthorized_access,Twitterwire,food,Giade,pending,579.28,7/30/2021,unauthorized_charge
295,8580.62,11/9/2021,3548183518318487,jcb,10/16/2023,346,96 Tomscot Alley,Doushan,,,06594 Merrick Hill,Socorro,,13960-000,217.76.209.33,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:23.0) Gecko/20131011 Firefox/23.0,true,unauthorized_access,Wordify,clothing,Butha-Buthe,completed,870.66,7/21/2021,unauthorized_charge
296,2791.93,1/1/2021,633389940136702194,switch,4/23/2025,540,36 Daystar Way,Boise,ID,83722,80 Scofield Center,Shashūbay,,,157.159.186.169,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; tr) AppleWebKit/528.4+ (KHTML, like Gecko) Version/4.0dp1 Safari/526.11.2",true,stolen_card,Kazio,food,Gannan,pending,686.43,5/19/2021,product_not_received
297,2393.02,12/8/2021,3565177363352557,jcb,2/7/2022,360,37 Sunnyside Road,Mionica,,,1 Nevada Terrace,Laiponda,,,229.97.37.31,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36",true,unauthorized_access,Avaveo,electronics,Nanjing,pending,392.74,10/30/2021,fraudulent_transaction
298,8614.7,10/2/2021,3531699453719263,jcb,5/23/2023,279,15647 Eagle Crest Crossing,Naili,,5613,94331 American Ash Park,Nikitinskiy,,652581,44.227.228.188,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3_1 like Mac OS X; zh-cn) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8G4 Safari/6533.18.5",false,identity_theft,Babbleblab,electronics,Rio Novo do Sul,completed,29.98,8/11/2021,fraudulent_transaction
299,4456.03,12/14/2021,56022448605151007,china-unionpay,1/22/2025,724,2366 Pearson Hill,Saint Ann’s Bay,,,2 Main Junction,Marignane,B8,13729 CEDEX,18.74.59.162,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:27.0) Gecko/20121011 Firefox/27.0,true,stolen_card,Demivee,food,Banyue,refunded,231.47,5/27/2021,unauthorized_charge
300,8.24,12/30/2021,5421900502424071,diners-club-us-ca,10/2/2024,826,5 Oriole Parkway,Xinpeicun,,,609 Maryland Pass,Ala,,,93.13.186.149,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.11 (KHTML, like Gecko) Ubuntu/11.10 Chromium/17.0.963.65 Chrome/17.0.963.65 Safari/535.11",false,identity_theft,Minyx,food,Cikijing,refunded,665.92,11/1/2021,product_not_received
301,6170.13,6/26/2021,3540327483925002,jcb,2/16/2024,411,99 Truax Trail,União da Vitória,,84600-000,3175 Shopko Center,Daping,,,198.241.104.1,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/19.77.34.5 Safari/537.1",false,unauthorized_access,Eidel,clothing,Yuntan,refunded,832.98,12/8/2021,fraudulent_transaction
